MRT	0x00000029
nounDefinition_ResourceID	0x02E9C0D2
nounDefinition_ResourceKey	0x02E9C0DC
nounDefinition_ResourceDescription	0x02E9C159
nounDefinition_ID	0x02E9EDA0
empireRadiusMean	0x02F045B7
empireRadiusVariation	0x02F045C9
homeStarBuffer	0x02F04616
modelDiffuseTexture	0x02F235D0
modelDetailThreshold	0x02F35189
modelEmissiveTexture	0x02F3B25A
modelNMapSpecTexture	0x02F3B8EC
weightTechLevelCiv	0x02F827CE
weightTechLevelEmpire	0x02F827D5
chanceStarIsHomeStar	0x02F827D6
desireToGrowInfluence	0x02F827D7
weightTechLevelCreature	0x02F8299A
weightTechLevelTribe	0x02F8353B
traitWeightNone	0x02F98DAE
traitWeightStingy	0x02F98DB1
traitWeightGenerous	0x02F98DB3
traitWeightAccidentProne	0x02F98DB5
UFOHealthPlayer	0x02FA794E
ufoFighterVelocityFactor	0x02FA986A
ufoAccelerationFactorNPC	0x02FA986F
ufoPlumpScale	0x02FAA5D7
ufoPlumpDistance	0x02FAA5DB
UseCityPads	0x02FAC27C
warThreshold	0x02FC233B
warTimeDelay	0x02FC2520
warPassiveThreshold	0x02FC258C
missionRaidMinBombers	0x02FD1EF6
missionRaidMaxBombers	0x02FD1EFA
UseCityWalls	0x02FD600F
modelWindowEmissiveTexture	0x02FD82CD
spaceEconomyAllianceTravelDiscount	0x0301542F
spaceEconomyTribeMemberIncome	0x0301739A
spaceEconomyMaxMoneyStoredPerTribe	0x0301739B
toolProjectileEffectID	0x03025B0B
toolMuzzleEffectID	0x03025B14
createRandomNames	0x0302842A
excludedWords	0x03028839
excludedSubstrings	0x03028846
fruitPropMinHangingTime	0x0302AA89
fruitPropMaxHangingTime	0x0302AA8F
fruitPropMaxOnGroundTime	0x0302AA93
fruitPropMaxRegrowthTime	0x0302AA97
fruitPropMaxRottingTime	0x0302AA9B
spaceEconomyColonyTravelDiscount	0x0302D75B
ufoBasePlanetScale	0x0303BEF4
spaceCombatEnemyUFOAttackRange	0x0304039C
ufoTargetFallOffRadius	0x03066AA0
weightTerrestrial2	0x0306B131
weightTerrestrial3	0x0306B133
weightBarren	0x0306B188
cameraMaterialLODs	0x030BC65A
toolProjectileExplosionExpansionRate	0x030C073A
toolProjectileTimeOut	0x030D28C1
toolHitGroundAtmosphereVelocity	0x030FD84D
toolHitGroundWaterVelocity	0x030FD85A
toolHitGroundTemperatureVelocity	0x030FD85D
toolHitWaterAtmosphereVelocity	0x030FD861
toolHitWaterWaterVelocity	0x030FD864
toolHitWaterTemperatureVelocity	0x030FD868
toolHitCombatantAtmosphereVelocity	0x030FD86B
toolHitCombatantWaterVelocity	0x030FD86E
toolHitCombatantTemperatureVelocity	0x030FD872
toolHitAirAtmosphereVelocity	0x030FE481
toolHitAirWaterVelocity	0x030FE485
toolHitAirTemperatureVelocity	0x030FE488
toolIsHoming	0x0314F32A
spaceUIEmpireOverlap	0x03162992
spaceUIEmpireNodeScale	0x03162993
spaceUIEmpireRadius	0x03162994
spaceUIEmpireSampleDist	0x03162995
toolTargetEffectID	0x0317B2CC
toolProjectileMotion	0x0317C936
universeSimulatorGenericPressureFrequency	0x0319266B
MissionGenericPressureTimeToRespond	0x0319296B
modelDefaultBoundingBox	0x031D2791
modelDefaultBoundingRadius	0x031D2792
kNightLightingTint	0x031E1D79
universeSimulatorPirateRaidMinTime	0x031E761F
universeSimulatorPirateRaidFrequency	0x031E7620
universeSimulatorPirateRaidDefendedRatio	0x031E7621
universeSimulatorWarAttackMinTime	0x031E94B7
universeSimulatorWarAttackFrequency	0x031E94B8
universeSimulatorGrobTeaseAttackFrequency	0x031E94B9
universeSimulatorGrobTeaseAttackMinTime	0x031E94C0
universeSimulatorGrobWarAttackFreqExtremelyAware	0x031E94C1
universeSimulatorGrobWarAttackFreqVeryAware	0x031E94C2
universeSimulatorGrobWarAttackFreqAware	0x031E94C3
universeSimulatorGrobWarAttackMinTime	0x031E94C4
ufoEscapeSequenceVelocity	0x031F7668
ufoEscapeSequenceSpinRate	0x031F7670
wallStyleDefaultBuildingPadMaterial	0x032254E6
wallStyleDefaultBuildingPadTexture	0x032254E7
wallStyleCityHallPadTexture	0x032254E8
wallStyleHousePadTexture	0x032254E9
wallStyleFarmPadTexture	0x032254EA
wallStyleIndustryPadTexture	0x032254EB
wallStyleMarketPadTexture	0x032254EC
wallStyleEntertainmentPadTexture	0x032254ED
wallStyleDefensePadTexture	0x032254EE
wallStyleMilitaryTexture	0x032254EF
wallStyleCulturePadTexture	0x032254F0
wallStyleDiplomacyPadTexture	0x032254F1
wallStyleGatePadTexture	0x032254F2
solarPullOutUp	0x03277323
solarPullOutRight	0x03277324
kEffectAtmosphereLowRange	0x0328A103
kEffectAtmosphereMedRange	0x0328A10C
kEffectAtmosphereHighRange	0x0328A115
kEffectTemperatureLowRange	0x0328A11D
kEffectTemperatureMedRange	0x0328A125
kEffectTemperatureHighRange	0x0328A12F
spaceTerraformMinWaterWithPerfectScore	0x032A4B09
spaceTerraformMinWaterRadius	0x032A4B27
spaceTerraformMaxWater	0x032A4B46
spaceTerraformMaxWaterThreshold	0x032A4B62
spaceTerraformLavaThreshold	0x032A52A3
spaceTerraformLavaMaxCoverage	0x032A52A9
effectSpawnedRocksEnabled	0x032A54B9
spaceTerraformLevel1Threshold	0x032A54BE
spaceTerraformLevel2Threshold	0x032A5609
spaceTerraformLevel3Threshold	0x032A560A
modelRuntimeEffect	0x032F4549
ufoKeyboardAccelerationZoomedIn	0x032F7C06
ufoKeyboardAccelerationZoomedOut	0x032F7C0A
modelCapabilityCellFlagella	0x032F92E6
ufoBrakeFactor	0x03308805
ufoMouseRotationSpeedZoomedOut	0x03309693
ufoMouseRotationSpeedZoomedIn	0x03309697
ufoMaxRotation	0x03309D37
ufoRotationPercentageRate	0x0330D208
toolDestroysFloraAndFauna	0x0331DD2A
ufoHitSphereRadius	0x0331E543
BakeLscmZpr	0x0331E892
ufoHitSphereActiveDistance	0x0331E8CF
palettePaletteStartupCategory	0x0332B28B
wallStyleCityPadTexture	0x033368AE
ufoNoseTiltFactor	0x03337396
ufoMaxNoseTilt	0x033373A9
ufoNoseTiltRate	0x033375F6
fruitEnabled	0x03337809
fruitAutoDroppingEnabled	0x033385CD
spaceTerraformMinWaterIceThreshold	0x0333ABE8
spaceTerraformMinWaterIceAtmosphere	0x0333ADE9
spaceTerraformMinWaterIceVacuum	0x0333AF28
spaceTerraformMinWaterAtmosphere	0x0333B2C0
spaceTerraformMinWaterVacuumThreshold	0x0333B6E5
wallStyleCityPadTileScale	0x033472CB
toolDeselectsAfterUse	0x03348701
spaceTerraformMinWaterHeatThresholdLow	0x03349823
spaceTerraformMinWaterHeatThresholdHigh	0x0334982B
paletteCategoryPaintByNumber	0x0337BF31
wallStyleCityPadBorderWidth	0x0338C458
ufoBomberScale	0x0338D246
ufoFighterScale	0x0338D24D
ufoBomberVelocityFactor	0x0339B716
ufoVelocityFactorNPC	0x0339B758
missionRaidMinFighters	0x0339BBC1
missionRaidMaxFighters	0x0339BBC5
toolPicksFlora	0x0339D3CB
clickFruitOrTrees	0x0339DDF2
modelBakeRubble	0x0339FF24
modelRubbleType	0x0339FFA9
palettePageNumColumns	0x033A8EC2
UFOHealthFighter	0x033B0A8D
UFOHealthBomber	0x033B0A90
ufoBankTiltFactor	0x033B1DE9
ufoMaxBankTilt	0x033B1DEC
ufoBankTiltRate	0x033B1DF1
animRuntimeList	0x033B351C
ufoMinExtent	0x033C591D
obstacleBaseHideableRadius	0x033CE6A8
defaultDayLength	0x033DDA25
toolInterruptedByDamage	0x0341EB76
ufoLeavePlanetTimePad	0x0344436F
timeOfDayMultiplierCreature	0x034EE1CB
timeOfDayMultiplierTribe	0x034EE1D3
timeOfDayMultiplierCityCiv	0x034EE1D6
timeOfDayMultiplierSpace	0x034EE1D9
spaceTradingAbundance	0x034F1A49
spaceTradingBaseCost	0x034F1A4A
spaceTradingChance	0x034F1A4E
spaceTradingType	0x034F1A4F
spaceTradingAlliesOnly	0x034F1A50
monolithWorshipTimeSeconds	0x034F4970
monolithCircleRadius	0x034F5A45
maxSmallTreeFruitPerGrove	0x035494E3
maxMediumTreeFruitPerGrove	0x035494E6
maxLargeTreeFruitPerGrove	0x035494E9
badgeCargoReward	0x03570AD0
CityPadTextureSize	0x035831FE
maxdistance	0x03593710
spaceTradingExchangeFor	0x035D5CB4
creatureAvatarWASDReleaseStopDist	0x035EBC26
creatureAbilityMuzzleEffectId	0x035F26C8
creatureAbilityTrailEffectId	0x035F26CC
creatureAbilityImpactEffectId	0x035F26D2
spaceEconomyProductionBuildingCost	0x0360179B
spaceEconomyDefensiveBuildingCost	0x0360179F
creatureAbilitySpeed	0x03601C39
spaceTradingNoNeed	0x036801E8
spaceTradingNeed	0x036801E9
editorVerbIconFile	0x036A0AC2
weatherAccelFactor	0x036AC28F
creatureBabyScale	0x036AD4DB
creatureScale	0x036AD587
buddyFeeds	0x036C3B4A
badgeReplacesBadge	0x036C4148
toolDiscoverableRarity	0x0370040A
modelBakeComplete	0x03704E55
toolDiscoverableCommonChance	0x037120DB
toolDiscoverableUncommonChance	0x037120E2
toolDiscoverableRareChance	0x037120E6
toolDiscoverableSuperRareChance	0x037120EA
spaceToolDetectableRange	0x03712DC0
crtAttackHaloFlashColor	0x03741E69
crtAttackPerimFlashColor	0x03744099
editorCurrencyIcon	0x03749179
newTribeFood	0x0375418A
rockObstacleAllowed	0x037575E5
rockPhysicsModelAllowed	0x037575EB
weatherLowAtmoEffect	0x037936CB
weatherMidAtmoEffect	0x037936CF
weatherHighAtmoEffect	0x037936D3
weatherAtmoTempChange	0x0379371C
ptolemaicSunScale	0x0379762B
weatherCloudTrailDecay	0x037AF33C
weatherCloudMapWriteAge	0x037BF84B
weatherCloudMapWriteVal	0x037BF851
weatherMaxVelocity	0x037C0BFB
weatherMinStormCoriolis	0x037D2E70
weatherMinStormCloudAge	0x037D2E83
weatherColdStormEffect	0x037D32F3
chanceGasGiantHasMoon	0x037D3EE5
chanceGasGiantHasRings	0x037D3EEE
chanceTerrestrialHasRings	0x037D3EF2
ufoMaxAltitudeDestinationDelta	0x037D5830
planetMaxHeight	0x037E593A
ufoInitialPlanetZoom	0x037E6BB6
weatherWriteForceDecay	0x037ED1D8
solarStarRadius	0x0383CD6F
solarStarMass	0x0383CD7C
solarStarRotationRate	0x0383CD8D
spaceEconomyCheatMoneyAmount	0x03855AEC
solarStarTemperature	0x038BB621
universeSimulatorPirateRaidAllyFrequency	0x039620A6
universeSimulatorPirateRaidAllyMinTime	0x039620AE
weatherMaxNumStorms	0x03965482
missionRaidAllyFailRelationshipDelta	0x039787AE
missionRaidAllyCompleteRelationshipDelta	0x039787B3
missionRaidUFOsLeaveOnArrival	0x039787B4
universeSimulatorPirateRaidPlunderFrequency	0x0397A072
universeSimulatorPirateRaidPlunderMinTime	0x0397A073
missionRaidMinPirates	0x0398DB08
missionRaidMaxPirates	0x0398DB09
UFOHealthPirate	0x0398F85C
toolRelationshipDelta	0x039A4CAF
weatherLoopBoxGroundEffect	0x039A73F3
weatherLoopBoxAtmoEffect	0x039A7491
creatureAbilityDNAPoints	0x039F727C
weatherIceAmbientEffect	0x039FA312
weatherColdAmbientEffect	0x039FA31E
weatherWarmAmbientEffect	0x039FA326
weatherHotAmbientEffect	0x039FA32D
weatherLavaAmbientEffect	0x039FA331
spaceToolMaxProjectileScale	0x039FB03D
weatherEvaporationEffect	0x03A0ED2A
weatherFreezeEffect	0x03A0ED39
terrainScriptEffectTimes	0x03A23F97
terrainScriptWTALevels	0x03A23F98
terrainScriptPlanetInfo	0x03A23F99
terrainScriptPlanetPlayerInfo	0x03A23F9A
ToolLevel1Cost	0x03A26418
ToolLevel2Cost	0x03A26419
ToolLevel3Cost	0x03A2641A
tribeFlavorIdleMin	0x03A2641B
tribeFlavorIdleMax	0x03A2641C
tribeHutLevel1Health	0x03A2641D
tribeHutLevel2Health	0x03A2641E
tribeHutLevel3Health	0x03A2641F
tribeToolHealth	0x03A26420
tribeToolHiDamage	0x03A26421
tribeToolLoDamage	0x03A26422
tribeHutHiDamage	0x03A26423
tribeHutLoDamage	0x03A26424
itemUnlockLevel	0x03A289AC
itemUnlockFindPercentage	0x03A289C3
VehicleWeaponCycleTime	0x03A36E7C
missionRaidAllyWaitDuration	0x03A38ABE
interactiveOrnamentType	0x03A39C47
BuildingPadScale	0x03A74C3E
weatherAtmoScoreDarken	0x03A77D75
eventLogSound	0x03A788A6
galaxyCameraPhi	0x03A8DEE8
weatherWarmStormEffect	0x03A9006C
weatherHotStormEffect	0x03A9006F
terrainScriptModels	0x03A90C57
terrainScriptModelTransforms	0x03A90C5F
electric_range_count	0x03AB589E
terrainScriptAmbientEffects	0x03ABB0AF
modelPaintDecalTexture	0x03ABC381
modelPaintDecalParams	0x03ABC382
modelPaintDecalColor	0x03ABC383
modelPaintDecalAlpha	0x03ABC384
modelUsesDeadColor	0x03ABC385
terrainPlayerEffects	0x03AD5568
terrainPlayerEffectTransforms	0x03AD5569
terrainPlayerModCount	0x03AD556A
shadowDepthOffset	0x03B079A7
modelStampTexture	0x03B28C1B
modelStampParams	0x03B28C1C
modelLevelParams	0x03B28C1D
modelLevelRange	0x03B28C1E
weatherCloudType	0x03B4DE49
terrainThemeCliff	0x03B4F7C6
terrainThemeLayer2	0x03B4F7C7
terrainThemeAboveDetail1	0x03B4F7C8
terrainThemeAboveDetail2	0x03B4F7C9
terrainThemeAboveDetailNoise	0x03B4F7CA
terrainThemeBelow	0x03B4F7CB
terrainThemeBeach	0x03B4F7CC
terrainThemeDetail1Low	0x03B5EBC9
terrainThemeDetail1Mid	0x03B5EBCA
terrainThemeDetail1High	0x03B5EBCB
terrainThemeDetail2Low	0x03B5EBCC
terrainThemeDetail2Mid	0x03B5EBCD
terrainThemeDetail2High	0x03B5EBCE
terrainThemeLightingState	0x03B5EC4A
terrainThemeSunColor	0x03B5EC4B
terrainThemeNightColor	0x03B5EC4C
editorDisableAnimations	0x03C5407B
spaceTerraformExtinctionDelay	0x03C5E2F2
spaceTradingRareGroup	0x03C72DC4
spaceTradingRareCount	0x03C72DC5
spaceTradingRareGroupID	0x03C72DC6
interactiveOrnamentDisablePickup	0x03CC9447
interactiveOrnamentLifetime	0x03CC94DF
alliedUFOHealthMultiplier	0x03CDBCE4
nounDefinition_GameplayTrigger	0x03D03B03
creatureAvatarWASDSlowTurningSpeed	0x03D03D69
terrainScriptSource	0x03D03F84
nounDefinition_FixedSpatialObject	0x03D08E15
rockModelData	0x03D17D44
treeOrnamentsEnabled	0x03DAD600
terrainScriptEffectSeeds	0x03DD8E59
terrainScriptEffectIntensities	0x03DD8E5A
terrainPlayerEffectTimes	0x03DD900C
terrainPlayerEffectSeeds	0x03DD900D
terrainPlayerEffectIntensities	0x03DD900E
paletteCategorySkinPaintIndex	0x03E0A564
editorPlayModeLight	0x03E2FEE2
editorPlayModeCollisionBG	0x03E96904
chanceTerrestrialHasMoon	0x03E99069
chanceAdditionalPlanetsAreSpaceTech	0x03E99308
percentChanceCivPlanetIsGonnaDoTransitionMiniGame	0x03EAEAFD
obstacleUses2DFootprint	0x03EB2E21
HarvesterCost	0x03EC8755
HarvesterCapPerCity	0x03ECB7C0
HarvesterLandSpeed	0x03ED642B
nearbyEmpiresSearchRadius	0x03F10658
LengthGame	0x03F124F6
DistanceStartGame	0x03F12F88
DistanceQuitGame	0x03F1314A
TimeInAlmostConvert	0x03F13615
TimeInAlmostDestroy	0x03F13616
TimeInConverted	0x03F13617
VehicleTypeHarvester	0x03F2A24E
HighlightUIButtons	0x03F2BB86
modelBakeSprites	0x03F32AD2
missionGeneratorMissionIDs	0x03F3FA37
missionGeneratorWeightColony	0x03F3FA44
missionGeneratorWeightColonyDuringWar	0x03F3FA4B
missionGeneratorWeightColonyDuringAlliance	0x03F3FA52
SoundGateConvertingPos1	0x03F6937C
SoundGateConvertingPos2	0x03F6937D
SoundGateConvertingPos3	0x03F6937E
SoundGateConvertingNeg1	0x03F6937F
SoundGateConvertingNeg2	0x03F69380
SoundGateConvertingNeg3	0x03F69381
InitialCameraPolarCoords	0x03F6AF12
terrainScriptModelIsResource	0x03F6D22A
NoteWaitTime	0x03FA69B8
ResourceRegenerationPerSecond	0x03FD0826
editorBGEntryEffect	0x03FD7424
editorCrossFadeSnap	0x03FEB3CF
editorBGThumbNail	0x03FEBC27
eventCategory	0x0402CC7D
ConvertCitizenRelationshipDelta	0x0404213F
ConvertVehicleRelationshipDelta	0x04042140
BribeVehicleRelationshipDelta	0x04042141
UserName	0x040512EF
Password	0x040512F4
creatureAbilityRequiredCAPs	0x04052A6B
creatureAbilityRequiredCAPsMaxValueRange	0x04052A86
creatureAbilityRequiredCAPsSumValueRange	0x04052B30
spaceEconomyVehicleCost	0x040534B0
terrainScriptAmbientSoundEffects	0x040539D4
floraImposterScale	0x04057881
CasualsBackground	0x04079544
CasualsLight	0x04079570
CasualsCreature	0x04080A76
spaceEconomyCivicObjectCost	0x0408E26E
modelRotationRingXAxisOffset	0x040CBD94
modelRotationRingYAxisOffset	0x040CBD95
modelRotationRingZAxisOffset	0x040CBD96
terrainScriptAmbientEffectSelect1	0x040CF84E
terrainScriptAmbientEffectSelect2	0x040CF84F
terrainScriptAmbientEffectSelect3	0x040CF850
terrainScriptAmbientEffectSelect4	0x040CF851
terrainScriptPlanetInfoSelect	0x040D6A39
PlayOffline	0x040E3D98
editorBGOrder	0x040E7F66
modelIgnoreForStatsCalculation	0x040FB917
colorpickerGapPercent	0x04120847
modelRotationRingXAxisScale	0x041295C9
modelRotationRingYAxisScale	0x041295CA
modelRotationRingZAxisScale	0x041295CB
modelPlacementSpacingRing	0x04162887
spaceToolDisableOnHomeworld	0x04163A04
spaceToolDisableOnSaveGames	0x04163A05
spaceToolDisableOn201Ruins	0x04163A06
CasualsLayout	0x04179ECB
empireSizeRatioFactor	0x041A05E5
currentRelationshipFactor	0x041A05E6
largeGiftAmount	0x041A05F5
mediumGiftAmount	0x041A05F6
smallGiftAmount	0x041A05F7
largeGiftRelationshipMultiplier	0x041A05F8
mediumGiftRelationshipMultiplier	0x041A05F9
smallGiftRelationshipMultiplier	0x041A05FA
createAllianceBase	0x041A06F8
createAllianceChance	0x041A06F9
endAlliance	0x041A06FA
tribeIDColorBrightness	0x041B8F40
civIDColorBrightness	0x041B8F45
spaceIDColorBrightness	0x041B8F48
creatureIDColorBrightness	0x041BACB8
colorpickerDoubleClickInterval	0x041C3428
TerrariumInvIcon	0x041FBF3D
TerrariumInvIconHilite	0x041FBF60
modelRotationRingXAxisActLikeBall	0x0420DC18
modelRotationRingYAxisActLikeBall	0x0420DC19
modelRotationRingZAxisActLikeBall	0x0420DC1A
warEndThreshold	0x04233CED
TerrariumInvObjID	0x04235438
modelFloraType	0x04239B99
creatureAbilityCombatEffectPercentages	0x0423BC50
creatureAbilityCombatEffectEffectIds	0x0423BC51
creatureAbilityCombatEffectTypes	0x0423BC52
modelCanUseIdentityColor	0x04245BB4
openingMovies	0x0424E4DF
toolData_ToolType	0x04294750
toolData_ToolClass	0x04294751
toolData_RackModelKey	0x04294752
toolData_IconID	0x04294753
toolData_DefaultToolIdle	0x04294754
toolData_LookaroundToolIdle	0x04294755
tickFrequencyEGS	0x0429D67B
minTimeEGS	0x0429D68C
maxTimeEGS	0x0429D69C
maxProbabilityEGS	0x0429D6AE
weightArtDirected	0x042A2267
tribeNames	0x042C9060
cityNames	0x042C9065
badgePointValue	0x043333DD
ExtensionMap	0x04334F33
DefaultGroup	0x04334F34
ufoNPCPlumpScale	0x0435B5A7
movieFadeOutLength	0x0435BA69
herd_call_frequency	0x0435D996
ShowNetworkBlinky	0x04363000
modelName	0x043AFA7E
UILocalizedResourceGroups_TypeID_OTF	0x043B1EC5
terrainModelFootprints	0x043B29E1
terrainModelFootprintTransforms	0x043B29E2
badgeName	0x043B3DC0
Turrets	0x043C4E1F
Side_Gates	0x043C4E68
Main_Gate	0x043C4E76
Freight_Gate	0x043C4E94
Harvest_Gate	0x043C4E95
Sea_Gate	0x043C4E96
City_Hall	0x043C4E97
Buildings	0x043C4E98
CasualModule	0x043C8C00
TerrariumModuleBackground	0x043C8C14
TerrariumModuleLight	0x043C96FA
TerrariumModuleObjID	0x043DEDA6
TerrariumModuelObjPos	0x043DEDD9
TerrariumModuleObjRot	0x043DEDEC
TerrariumModuleObjScale	0x043DEDF6
TerrariumModuleObjProp	0x043DEE4A
TerrariumModuleObjType	0x043DF563
PrefsClearGraphicsCache	0x043F2AE3
editorShowBoneLengthHandles	0x043F419B
Plazas	0x044041E3
radiusInner	0x04408ED6
radiusOuter	0x04408ED7
PromptOnStartup	0x0440A514
modelLevelTexture	0x0442151E
InlandModelSmall	0x044449BA
InlandModelLarge	0x044449BB
CoastalModelSmall	0x044449BC
CoastalModelLarge	0x044449BD
TurretModel	0x044449BE
TurretModelDestroyed	0x044449BF
shoppingCanMakeNew	0x04457909
shoppingBanButton	0x0445791D
eventSporeGuidePage	0x04458574
modelBakeLevel	0x04460B63
Decorations	0x0446FF4E
CivicFlora	0x04471ACD
CivicLamps	0x04471ACE
CivicMisc	0x04471ACF
universeSimulatorBiosphereCollapseTime	0x04488192
universeSimulatorBiosphereCollapseFrequency	0x044881A3
ufoHitTerrainDamage	0x04496EBE
missionBiosphereCollapseAnimalTime	0x044978E6
missionBiosphereCollapsePlantTime	0x0449793E
eventCinematicTrigger	0x04498E8A
cameraInitialFOV	0x044C6220
modelTypesNotToInteractWith	0x044DCD0A
shoppingTutorialInstance	0x044EFF59
editorTutorialPartMode	0x044F217A
editorTutorialPlayMode	0x044F21A7
editorTutorialPaintMode	0x044F21AB
paletteCategoryIconList	0x044F6C09
shoppingEditorTypeOverride	0x045061C1
modelLODFlags0	0x0452027C
modelLODFlags1	0x0452027D
modelLODFlags2	0x0452027E
modelLODFlags3	0x0452027F
shoppingOKButton	0x0452EEDD
eventCinematicObjectNameGUID	0x04531C33
modelGonzagoClassID	0x0456B66A
defaultTerrainEditorFlora	0x04587227
otdbRefillThreshold	0x04598A6F
otdbRefillAmount	0x04598A70
modelRotationRingXAxisIsHidden	0x04604B00
modelRotationRingYAxisIsHidden	0x04604B01
modelRotationRingZAxisIsHidden	0x04604B02
modelRotationBallHandleIsHidden	0x04604B03
modelHandleIsHidden	0x04604B04
OptionDefaultsSet	0x0461709D
OptionShadows	0x0461709E
OptionTextureDetail	0x0461709F
OptionEffects	0x046170A0
OptionScreenSize	0x046170A1
OptionFullScreen	0x046170A2
OptionBakeQuality	0x046170A3
OptionDiskCacheSize	0x046170A4
OptionLighting	0x046170A6
OptionPlanetQuality	0x046170A7
modelRotationRingXAxisAllowHidden	0x04617BF6
modelRotationRingYAxisAllowHidden	0x04617BF7
modelRotationRingZAxisAllowHidden	0x04617BF8
modelRotationBallHandleAllowHidden	0x04617BF9
planetFruitModel	0x0463CDA3
planetFruitDistributeEffect	0x0463CDB4
creditsNames	0x0463D294
planetFruitModelRotten	0x0463D9BA
movieRes	0x046425B0
photoRes	0x046425CE
creatureEvoPointsToMigrate_1	0x046522EB
creatureEvoPointsToMigrate_2	0x046522EC
creatureEvoPointsToMigrate_3	0x046522ED
creatureEvoPointsToMigrate_4	0x046522EE
solarZoomRateMin	0x04657FB9
planetZoomRateMin	0x04658312
solarPullOutDebugDraw	0x04691389
starNamesWordOne	0x04691528
starNamesWordTwo	0x0469152E
starNamesWordThree	0x04691532
spaceCameraDebugMouseWheel	0x0469153D
starNamesFallback	0x046A3E56
planetNamesFallback	0x046A3E66
planetNamesWordOne	0x046A3E6A
planetNamesWordTwo	0x046A3E6D
planetNamesWordThree	0x046A3E71
tribeNamesFallback	0x046A3E75
tribeNamesWordOne	0x046A3E78
tribeNamesWordTwo	0x046A3E7D
tribeNamesWordThree	0x046A3E80
cityNamesFallback	0x046A3E84
cityNamesWordOne	0x046A3E86
cityNamesWordTwo	0x046A3E8B
cityNamesWordThree	0x046A3E8E
creatureNamesWordOne	0x046A4AB3
creatureNamesWordTwo	0x046A4AB7
creatureNamesWordThree	0x046A4ABB
creatureNamesFallback	0x046A4ABF
eventAllowDuplicates	0x046A6E76
solarZoomRateMax	0x046AB5AA
modelSymmetryRotationSnapAngle	0x046B02C5
galaxyZoomRateMin	0x046BB221
galaxyZoomRateMax	0x046BB224
associatedPartUnlocks	0x046BF76C
shoppingSizeSmall	0x046C050C
shoppingSizeLarge	0x046C0537
planetZoomRateMax	0x046C082B
soundId	0x046D0560
soundPriority	0x046D0572
planetCameraMaxAltitudeForRotation	0x046D60AD
creatureHealthRecoveryNoDamageTime	0x046DBF25
creatureHealthRecoveryNoDamageMultiplier	0x046DBF26
creatureHungerCostForBuildNest	0x046DBF27
creatureHungerDrain	0x046DC07F
creatureStarvationPain	0x046DC080
creatureRestingHealthRecovery	0x046DC081
creatureHealingHealthRecovery	0x046DC082
creaturePosseHealthRecovery	0x046DC088
hungerDecayDelay	0x046DC280
creatureStartingMotive_HealthMin	0x046DD2D0
creatureStartingMotive_HealthMax	0x046DD2D1
creatureStartingMotive_HungerMin	0x046DD2D2
creatureStartingMotive_HungerMax	0x046DD2D3
toolPassThroughAll	0x046E82D7
cameraMomentumScale	0x046EC65E
OptionPhotoRes	0x0473B8CB
OptionVideoRes	0x0473B8CC
turret_muzzle_position	0x0475062D
OptionVersion	0x04754439
envCubeMap	0x0477D61D
modelCapabilityToPropFileMap	0x047BE907
modelCapabilityAnimKeys	0x047BE908
modelCapabilityDefaultAnimValues	0x047BE96F
editorBoneComplexityLimit	0x047C1D1B
shoppingPublishButton	0x047E6C1D
toolHitPlayerEffectID	0x047F7359
toolProjectileLobAngle	0x047F7383
shoppingDeleteButton	0x047FA997
editorCSABrowserURL	0x047FD3B5
spaceEconomyMaxCargoCount	0x0480BC3D
spaceUICommMaxBlinkCount	0x0480CB2B
editorPlayAnimName	0x0486039F
editorButtonImageNormal	0x04864A96
editorButtonImageDisabled	0x04864A97
editorButtonImageHighlighted	0x04864A98
editorButtonImageActive	0x04864A99
vi_tableau	0x048665C7
vi_animations_0	0x04866690
vi_animations_1	0x04866691
vi_animations_2	0x04866692
vi_animations_3	0x04866693
vi_animations_4	0x04866694
vi_animations_5	0x04866695
vi_animations_6	0x04866696
vi_animations_7	0x04866697
vi_animations_8	0x04866698
vi_animations_9	0x04866699
vi_animations_10	0x0486669A
vi_animations_11	0x0486669B
vi_loops_0	0x048666A0
vi_loops_1	0x048666A1
vi_loops_2	0x048666A2
vi_loops_3	0x048666A3
vi_loops_4	0x048666A4
vi_loops_5	0x048666A5
vi_loops_6	0x048666A6
vi_loops_7	0x048666A7
